step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,orig_balance_change,dest_balance_change
8,CASH_IN,332060.35,C542538339,1376241.78,1708302.14,C91463800,1842555.92,1510495.57,0.0,0.0,-332060.35999999987,-332060.34999999986
8,CASH_IN,4853.79,C1012342988,1708302.14,1713155.92,C1404112538,2663785.37,2658931.59,0.0,0.0,-4853.780000000028,-4853.780000000261
8,CASH_IN,151822.76,C1491198544,1713155.92,1864978.68,C665576141,14938122.98,14786300.22,0.0,0.0,-151822.76,-151822.75999999978
8,CASH_IN,101148.52,C39929264,1864978.68,1966127.2,C998255530,433073.64,331925.12,0.0,0.0,-101148.52000000002,-101148.52000000002
8,CASH_IN,164885.01,C301445885,1966127.2,2131012.22,C1804883318,928705.97,763820.95,0.0,0.0,-164885.02000000025,-164885.02000000002
8,CASH_IN,403470.54,C346272079,2131012.22,2534482.75,C360898540,753983.71,105850.26,0.0,0.0,-403470.5299999998,-648133.45
8,CASH_IN,225618.99,C1124545257,2534482.75,2760101.75,C1495761010,2194795.59,1969176.6,0.0,0.0,-225619.0,-225618.98999999976
8,CASH_IN,191928.88,C1271112700,2760101.75,2952030.62,C1671386208,6406103.69,6214174.81,0.0,0.0,-191928.8700000001,-191928.88000000082
8,CASH_IN,326475.64,C1737461795,2952030.62,3278506.26,C8290162,6976758.29,6650282.66,0.0,0.0,-326475.63999999966,-326475.6299999999
8,CASH_IN,349878.27,C1848605780,3278506.26,3628384.53,C635281078,2615541.31,2265663.04,0.0,0.0,-349878.27,-349878.27
8,CASH_IN,197968.43,C340101890,3628384.53,3826352.96,C1535481925,948658.01,750689.59,0.0,0.0,-197968.43000000017,-197968.42000000004
8,CASH_IN,54719.36,C1120867893,3826352.96,3881072.32,C1201057368,87700.61,32981.25,0.0,0.0,-54719.35999999987,-54719.36
8,CASH_IN,169425.34,C1507498183,3881072.32,4050497.66,C1440282299,1047665.07,878239.73,0.0,0.0,-169425.34000000032,-169425.33999999997
8,CASH_IN,192316.63,C1283621492,4050497.66,4242814.29,C1657769946,1713733.82,1521417.19,0.0,0.0,-192316.6299999999,-192316.63000000012
8,CASH_IN,173521.96,C1957109117,4242814.29,4416336.25,C1204684191,1907709.05,1734187.09,0.0,0.0,-173521.95999999996,-173521.95999999996
8,PAYMENT,10946.83,C1323549538,75843.33,64896.5,M1131570905,0.0,0.0,0.0,0.0,10946.830000000002,0.0
8,CASH_OUT,350188.1,C456908257,64896.5,0.0,C1195378184,1257771.75,1613158.27,0.0,0.0,64896.5,355386.52
8,PAYMENT,2639.84,C1471903502,30512.0,27872.16,M127096392,0.0,0.0,0.0,0.0,2639.84,0.0
8,CASH_OUT,240570.86,C1460120781,31241.0,0.0,C106196025,28.0,240598.86,0.0,0.0,31241.0,240570.86
8,CASH_OUT,300744.46,C311863065,10342.0,0.0,C2029406675,1052416.03,1353160.49,0.0,0.0,10342.0,300744.45999999996
8,PAYMENT,13067.81,C504996162,26071.0,13003.19,M52790751,0.0,0.0,0.0,0.0,13067.81,0.0
8,CASH_OUT,592540.96,C1764634802,13003.19,0.0,C1531514206,750967.08,1343508.04,0.0,0.0,13003.19,592540.9600000001
8,CASH_OUT,766163.49,C1311239393,0.0,0.0,C1200612373,1220610.0,1986773.49,0.0,0.0,0.0,766163.49
8,CASH_OUT,444531.2,C493307862,0.0,0.0,C1435804085,1057324.34,1501855.54,0.0,0.0,0.0,444531.19999999995
8,CASH_OUT,266668.86,C851653336,0.0,0.0,C346008447,981787.44,1248456.29,0.0,0.0,0.0,266668.8500000001
8,CASH_OUT,180533.39,C720383890,0.0,0.0,C1518728219,976865.43,1157398.83,0.0,0.0,0.0,180533.40000000002
8,CASH_OUT,533514.74,C1539411657,0.0,0.0,C1459757869,3508871.43,4042386.17,0.0,0.0,0.0,533514.7399999998
8,CASH_OUT,344098.18,C2092903312,0.0,0.0,C935808590,18037570.55,18381668.73,0.0,0.0,0.0,344098.1799999997
8,CASH_OUT,387357.5,C1463911213,0.0,0.0,C830831744,2451535.33,2838892.83,0.0,0.0,0.0,387357.5
8,CASH_OUT,9078.84,C2087103208,0.0,0.0,C1257704323,113154.52,0.0,0.0,0.0,0.0,-113154.52
8,CASH_OUT,125685.17,C730256491,0.0,0.0,C1669259232,1804150.97,1929836.14,0.0,0.0,0.0,125685.16999999993
8,CASH_OUT,213320.72,C786471200,0.0,0.0,C2141459588,323950.99,537271.71,0.0,0.0,0.0,213320.71999999997
8,CASH_OUT,50276.74,C1969438522,0.0,0.0,C426416592,2101387.04,2151663.79,0.0,0.0,0.0,50276.75
8,CASH_OUT,106141.58,C1008462484,0.0,0.0,C578102596,123078.15,229219.73,0.0,0.0,0.0,106141.58000000002
8,CASH_OUT,218887.3,C555959536,0.0,0.0,C1583408697,419341.01,638228.31,0.0,0.0,0.0,218887.30000000005
8,CASH_OUT,139216.48,C195096685,0.0,0.0,C2109470512,6648632.97,6787849.45,0.0,0.0,0.0,139216.48000000045
8,CASH_OUT,66928.74,C1733727436,0.0,0.0,C1768641212,3855270.56,3922199.3,0.0,0.0,0.0,66928.73999999976
8,CASH_OUT,3105.54,C83529208,0.0,0.0,C497806226,170227.76,173333.3,0.0,0.0,0.0,3105.539999999979
8,CASH_OUT,62448.77,C1069894995,0.0,0.0,C1564931235,679955.66,742404.44,0.0,0.0,0.0,62448.77999999991
8,CASH_OUT,32524.44,C862646622,0.0,0.0,C2065199032,316562.88,349087.32,0.0,0.0,0.0,32524.440000000002
8,CASH_OUT,38958.1,C1623843595,0.0,0.0,C766671686,759015.37,797973.46,0.0,0.0,0.0,38958.08999999997
8,CASH_OUT,216586.74,C814491559,0.0,0.0,C2007149130,401133.43,617720.17,0.0,0.0,0.0,216586.74000000005
8,CASH_OUT,133314.24,C624319280,0.0,0.0,C904672772,983449.24,1116763.48,0.0,0.0,0.0,133314.24
8,PAYMENT,3879.23,C1093844681,5207.0,1327.77,M1850526815,0.0,0.0,0.0,0.0,3879.23,0.0
8,PAYMENT,963.6,C1068265262,126952.0,125988.4,M685005872,0.0,0.0,0.0,0.0,963.6000000000058,0.0
8,PAYMENT,2053.83,C2084862741,2378028.91,2375975.08,M1952612086,0.0,0.0,0.0,0.0,2053.8300000000745,0.0
8,PAYMENT,40324.42,C686533195,2375975.08,2335650.66,M584341178,0.0,0.0,0.0,0.0,40324.419999999925,0.0
8,PAYMENT,9799.67,C2107051302,2335650.66,2325850.99,M451238316,0.0,0.0,0.0,0.0,9799.669999999925,0.0
8,TRANSFER,354818.76,C1873346889,11431.0,0.0,C403254166,511481.7,987888.66,0.0,0.0,11431.0,476406.96
8,TRANSFER,2724355.38,C1875438464,20446.0,0.0,C54469808,0.0,2724355.38,0.0,0.0,20446.0,2724355.38
8,CASH_OUT,51144.12,C720577890,87404.0,36259.88,C1983025922,4557.52,55701.65,0.0,0.0,51144.12,51144.130000000005
8,CASH_IN,351802.22,C443228585,302.0,352104.22,C1407083386,1365771.91,1013969.68,0.0,0.0,-351802.22,-351802.22999999986
8,PAYMENT,8029.3,C1039124708,10594.0,2564.7,M357806130,0.0,0.0,0.0,0.0,8029.3,0.0
8,DEBIT,3066.17,C649617359,7.0,0.0,C12793273,1915588.39,1918654.56,0.0,0.0,7.0,3066.1700000001583
8,CASH_OUT,57864.51,C1704809688,66729.14,8864.63,C1018394275,0.0,57864.51,0.0,0.0,57864.51,57864.51
8,CASH_OUT,188629.66,C645273703,8864.63,0.0,C727209127,4737314.89,4925944.55,0.0,0.0,8864.63,188629.66000000015
8,TRANSFER,442497.32,C774696635,218.0,0.0,C362966988,785260.59,1227757.91,0.0,0.0,218.0,442497.31999999995
8,CASH_OUT,281380.28,C1250859670,164.0,0.0,C1900380282,0.0,281380.28,0.0,0.0,164.0,281380.28
8,PAYMENT,6441.75,C1161444491,12260.25,5818.5,M1394192747,0.0,0.0,0.0,0.0,6441.75,0.0
8,PAYMENT,25486.62,C445240453,5818.5,0.0,M619558760,0.0,0.0,0.0,0.0,5818.5,0.0
8,PAYMENT,19230.92,C807868698,0.0,0.0,M774599836,0.0,0.0,0.0,0.0,0.0,0.0
8,CASH_OUT,121362.33,C2060623904,143227.0,21864.67,C1079554968,139020.05,260382.39,0.0,0.0,121362.33,121362.34000000003
8,CASH_OUT,75798.2,C860692197,20973.0,0.0,C471450373,108937.29,184735.49,0.0,0.0,20973.0,75798.2
8,CASH_OUT,160141.05,C992624223,450935.0,290793.95,C716083600,7222849.46,7382990.5,0.0,0.0,160141.05,160141.04000000004
8,PAYMENT,3869.57,C1322267186,55142.0,51272.43,M560748648,0.0,0.0,0.0,0.0,3869.5699999999997,0.0
8,PAYMENT,9304.92,C2056110230,51272.43,41967.5,M281002334,0.0,0.0,0.0,0.0,9304.93,0.0
8,PAYMENT,5526.12,C1605443801,10722.0,5195.88,M484285535,0.0,0.0,0.0,0.0,5526.12,0.0
8,TRANSFER,1214026.07,C146830882,5195.88,0.0,C1263845074,1272370.84,2486396.91,0.0,0.0,5195.88,1214026.07
8,CASH_OUT,170808.65,C1721496405,7290.0,0.0,C977990184,2389158.85,2559967.5,0.0,0.0,7290.0,170808.6499999999
8,CASH_OUT,164239.86,C821735607,0.0,0.0,C1162775738,791998.27,956238.13,0.0,0.0,0.0,164239.86
8,TRANSFER,167143.68,C1085664659,20903.0,0.0,C2107464159,2390.0,169533.68,0.0,0.0,20903.0,167143.68
8,PAYMENT,5221.31,C1271919297,0.0,0.0,M1928831414,0.0,0.0,0.0,0.0,0.0,0.0
8,PAYMENT,15047.37,C393074775,0.0,0.0,M2019255900,0.0,0.0,0.0,0.0,0.0,0.0
8,PAYMENT,3941.48,C1278659180,0.0,0.0,M50538573,0.0,0.0,0.0,0.0,0.0,0.0
8,PAYMENT,4712.94,C2052454170,0.0,0.0,M1503598474,0.0,0.0,0.0,0.0,0.0,0.0
8,PAYMENT,9224.72,C587252607,0.0,0.0,M970704402,0.0,0.0,0.0,0.0,0.0,0.0
8,PAYMENT,2313.1,C1826822932,0.0,0.0,M1306620485,0.0,0.0,0.0,0.0,0.0,0.0
8,PAYMENT,1811.47,C1759468477,0.0,0.0,M257158114,0.0,0.0,0.0,0.0,0.0,0.0
8,CASH_OUT,56558.6,C2065459879,1430.0,0.0,C720759478,8061977.48,8118536.09,0.0,0.0,1430.0,56558.609999999404
8,PAYMENT,5701.31,C1026116827,21717.0,16015.69,M800717424,0.0,0.0,0.0,0.0,5701.3099999999995,0.0
8,PAYMENT,8447.52,C1059395742,25527.31,17079.79,M670303375,0.0,0.0,0.0,0.0,8447.52,0.0
8,PAYMENT,12839.3,C1355598654,17079.79,4240.49,M818331949,0.0,0.0,0.0,0.0,12839.300000000001,0.0
8,TRANSFER,690748.86,C657514051,2687.0,0.0,C15445402,107227.43,1080241.33,0.0,0.0,2687.0,973013.9000000001
8,PAYMENT,9661.39,C552035926,0.0,0.0,M382000207,0.0,0.0,0.0,0.0,0.0,0.0
8,CASH_OUT,613165.67,C277723155,435120.18,0.0,C2049813033,641736.99,1254902.66,0.0,0.0,435120.18,613165.6699999999
8,CASH_OUT,173481.96,C829337223,0.0,0.0,C1577420620,1173361.09,1346843.05,0.0,0.0,0.0,173481.95999999996
8,CASH_OUT,142721.38,C706788138,0.0,0.0,C912252532,280578.6,318681.9,0.0,0.0,0.0,38103.30000000005
8,CASH_OUT,82801.9,C439762053,0.0,0.0,C1722902384,598654.49,681456.39,0.0,0.0,0.0,82801.90000000002
8,CASH_OUT,197776.54,C1736856304,0.0,0.0,C256902273,270950.96,468727.5,0.0,0.0,0.0,197776.53999999998
8,CASH_OUT,157346.42,C593019409,0.0,0.0,C262828207,239048.21,396394.63,0.0,0.0,0.0,157346.42
8,CASH_OUT,191344.87,C210687163,0.0,0.0,C738590621,1120081.99,1311426.86,0.0,0.0,0.0,191344.8700000001
8,CASH_OUT,51773.73,C670503867,0.0,0.0,C1373172466,4739824.15,4791597.89,0.0,0.0,0.0,51773.73999999929
8,CASH_OUT,208464.73,C1915995239,0.0,0.0,C323287038,1849879.01,2058343.75,0.0,0.0,0.0,208464.74
8,CASH_OUT,42687.09,C396281978,0.0,0.0,C1438689128,75036.22,117723.31,0.0,0.0,0.0,42687.09
8,CASH_OUT,64914.75,C1842347326,0.0,0.0,C420398953,813432.39,963198.49,0.0,0.0,0.0,149766.09999999998
8,CASH_OUT,14349.36,C1924809207,0.0,0.0,C656977363,41073.26,55422.62,0.0,0.0,0.0,14349.36
8,CASH_OUT,63850.29,C507949883,0.0,0.0,C758750856,881206.2,945056.48,0.0,0.0,0.0,63850.28000000003
8,CASH_OUT,130300.32,C2147120529,0.0,0.0,C2011869283,155777.95,286078.27,0.0,0.0,0.0,130300.32
8,CASH_OUT,184123.71,C1833849181,0.0,0.0,C349015546,1600761.73,1784885.44,0.0,0.0,0.0,184123.70999999996
8,CASH_OUT,117345.39,C1306198266,0.0,0.0,C1276424637,1493122.91,1610468.3,0.0,0.0,0.0,117345.39000000013
8,CASH_OUT,150393.8,C1714400529,0.0,0.0,C699026377,1091868.04,1242261.84,0.0,0.0,0.0,150393.80000000005
8,CASH_OUT,129302.24,C1255479992,0.0,0.0,C711278951,170100.81,299403.05,0.0,0.0,0.0,129302.23999999999
8,CASH_OUT,4052.63,C1435397638,0.0,0.0,C861720625,1748621.78,1752674.41,0.0,0.0,0.0,4052.6299999998882
8,CASH_OUT,167449.28,C1078425757,0.0,0.0,C1359484306,7197275.56,7364724.84,0.0,0.0,0.0,167449.28000000026
8,CASH_OUT,40403.29,C1536885409,0.0,0.0,C594250212,142994.55,183397.84,0.0,0.0,0.0,40403.29000000001
8,CASH_OUT,303470.37,C964285360,0.0,0.0,C305259590,634446.15,937916.52,0.0,0.0,0.0,303470.37
8,CASH_OUT,66436.3,C522282183,0.0,0.0,C1638372110,936420.57,1002856.87,0.0,0.0,0.0,66436.30000000005
8,CASH_OUT,209997.44,C1683584046,0.0,0.0,C1439007204,269903.15,479900.59,0.0,0.0,0.0,209997.44
8,CASH_OUT,103881.33,C1733618702,0.0,0.0,C346546542,852783.47,956664.8,0.0,0.0,0.0,103881.33000000007
8,CASH_OUT,7703.81,C281499399,0.0,0.0,C998351292,18052.11,25755.93,0.0,0.0,0.0,7703.82
8,CASH_OUT,171771.53,C81006212,0.0,0.0,C688425953,1096527.21,1268298.74,0.0,0.0,0.0,171771.53000000003
8,CASH_OUT,474087.73,C721678900,0.0,0.0,C406477119,1405122.51,1879210.25,0.0,0.0,0.0,474087.74
8,CASH_OUT,378127.59,C1811374022,0.0,0.0,C1493448513,697021.89,1075149.48,0.0,0.0,0.0,378127.58999999997
8,CASH_OUT,496139.96,C1101157072,0.0,0.0,C2116873183,1738091.75,2234231.7,0.0,0.0,0.0,496139.9500000002
8,CASH_OUT,174793.81,C1705428046,0.0,0.0,C1549086472,626572.22,801366.03,0.0,0.0,0.0,174793.81000000006
8,CASH_OUT,258563.2,C1358956700,0.0,0.0,C624539461,334256.01,592819.21,0.0,0.0,0.0,258563.19999999995
8,CASH_OUT,426592.56,C5792789,0.0,0.0,C1740764606,1513133.52,1939726.07,0.0,0.0,0.0,426592.55000000005
8,CASH_OUT,165515.12,C1405059612,0.0,0.0,C374625527,5010391.5,5175906.61,0.0,0.0,0.0,165515.11000000034
8,CASH_OUT,48848.25,C6858897,0.0,0.0,C716442925,4222510.48,4271358.73,0.0,0.0,0.0,48848.25
8,CASH_OUT,26188.63,C1367151848,0.0,0.0,C189963646,1566230.08,1592418.7,0.0,0.0,0.0,26188.61999999988
8,CASH_OUT,20043.36,C315013662,0.0,0.0,C1479553213,422311.88,442355.24,0.0,0.0,0.0,20043.359999999986
8,CASH_OUT,137386.93,C1028027704,0.0,0.0,C1017767725,724079.87,861466.8,0.0,0.0,0.0,137386.93000000005
8,CASH_OUT,220908.02,C2024767009,0.0,0.0,C1926673338,1904291.83,2125199.85,0.0,0.0,0.0,220908.02000000002
8,CASH_OUT,216875.53,C1095561096,0.0,0.0,C1909597726,277834.28,494709.81,0.0,0.0,0.0,216875.52999999997
8,CASH_OUT,82116.92,C1719512053,0.0,0.0,C1746371201,199852.1,392132.46,0.0,0.0,0.0,192280.36000000002
8,CASH_OUT,49101.76,C1755114935,0.0,0.0,C264843581,860862.04,909963.8,0.0,0.0,0.0,49101.76000000001
8,CASH_OUT,241548.09,C1799477491,0.0,0.0,C1401316767,1843684.83,2085232.92,0.0,0.0,0.0,241548.08999999985
8,CASH_OUT,120459.48,C1305955004,0.0,0.0,C582320549,1262217.37,1382676.85,0.0,0.0,0.0,120459.47999999998
8,CASH_OUT,14810.35,C1191080688,0.0,0.0,C267527788,1243206.07,1258016.42,0.0,0.0,0.0,14810.34999999986
8,CASH_OUT,106962.52,C1224789709,0.0,0.0,C339099861,286444.14,393406.66,0.0,0.0,0.0,106962.51999999996
8,CASH_OUT,50164.1,C753078622,0.0,0.0,C1387567249,104739.38,154903.48,0.0,0.0,0.0,50164.100000000006
8,CASH_OUT,152776.1,C1528179924,0.0,0.0,C79685693,518165.57,670941.67,0.0,0.0,0.0,152776.10000000003
8,CASH_OUT,41698.81,C1850387636,0.0,0.0,C1641587857,83815.51,125514.31,0.0,0.0,0.0,41698.8
8,CASH_OUT,155851.55,C569598230,0.0,0.0,C1186449563,2634327.38,2790178.93,0.0,0.0,0.0,155851.55000000028
8,CASH_OUT,135696.82,C355397015,0.0,0.0,C391734039,922554.76,1058251.57,0.0,0.0,0.0,135696.81000000006
8,CASH_OUT,185399.22,C2134115178,0.0,0.0,C70895366,1211464.12,1396863.34,0.0,0.0,0.0,185399.21999999997
8,CASH_OUT,110163.45,C1151352628,0.0,0.0,C1746371201,281969.02,392132.46,0.0,0.0,0.0,110163.44
8,CASH_OUT,1174.19,C2128682343,0.0,0.0,C1661355634,46577.24,47751.43,0.0,0.0,0.0,1174.1900000000023
8,CASH_OUT,249350.57,C474027385,0.0,0.0,C1504420803,560408.83,809759.39,0.0,0.0,0.0,249350.56000000006
8,CASH_OUT,43799.7,C1127312072,0.0,0.0,C748014372,5219550.28,5263349.98,0.0,0.0,0.0,43799.700000000186
8,CASH_OUT,241235.22,C103654405,0.0,0.0,C1320515149,1401966.04,1643201.26,0.0,0.0,0.0,241235.21999999997
8,CASH_OUT,283015.56,C1892780930,0.0,0.0,C2038994826,488920.03,771935.59,0.0,0.0,0.0,283015.55999999994
8,CASH_OUT,152269.57,C1680843324,0.0,0.0,C1747713912,201347.41,353616.98,0.0,0.0,0.0,152269.56999999998
8,CASH_OUT,105223.06,C746648411,0.0,0.0,C1477979030,11363975.78,11875848.5,0.0,0.0,0.0,511872.72000000067
8,CASH_OUT,269330.64,C1206286146,0.0,0.0,C639015907,837059.38,1106390.01,0.0,0.0,0.0,269330.63
8,TRANSFER,877743.37,C991390119,42092.0,0.0,C16344660,0.0,877743.37,0.0,0.0,42092.0,877743.37
8,CASH_OUT,105169.2,C581964475,353202.0,248032.8,C1970982612,13954.0,119123.2,0.0,0.0,105169.20000000001,105169.2
8,PAYMENT,8665.48,C159463325,100332.0,91666.52,M2108235144,0.0,0.0,0.0,0.0,8665.479999999996,0.0
8,PAYMENT,6206.44,C2104691147,11193.0,4986.56,M1601497364,0.0,0.0,0.0,0.0,6206.44,0.0
8,TRANSFER,646953.51,C1607008440,20402.0,0.0,C726752092,0.0,646953.51,0.0,0.0,20402.0,646953.51
8,CASH_IN,95922.66,C1782121364,0.0,95922.66,C1505755152,14742162.25,14646239.59,0.0,0.0,-95922.66,-95922.66000000015
8,PAYMENT,6841.91,C266429001,95922.66,89080.75,M1998915304,0.0,0.0,0.0,0.0,6841.9100000000035,0.0
8,PAYMENT,16368.14,C1618871412,89080.75,72712.61,M1123655244,0.0,0.0,0.0,0.0,16368.14,0.0
8,PAYMENT,47722.68,C1183731568,72712.61,24989.93,M432210703,0.0,0.0,0.0,0.0,47722.68,0.0
8,PAYMENT,9780.79,C160360935,24989.93,15209.15,M118164836,0.0,0.0,0.0,0.0,9780.78,0.0
8,PAYMENT,8753.76,C860501818,15209.15,6455.39,M839942439,0.0,0.0,0.0,0.0,8753.759999999998,0.0
8,PAYMENT,19701.46,C1278187347,6455.39,0.0,M319865759,0.0,0.0,0.0,0.0,6455.39,0.0
8,PAYMENT,5265.95,C1895941408,0.0,0.0,M1202613150,0.0,0.0,0.0,0.0,0.0,0.0
8,PAYMENT,19307.96,C2005657911,0.0,0.0,M1653788770,0.0,0.0,0.0,0.0,0.0,0.0
8,PAYMENT,175.63,C499462613,0.0,0.0,M696474472,0.0,0.0,0.0,0.0,0.0,0.0
8,PAYMENT,3628.64,C23715134,0.0,0.0,M1972116657,0.0,0.0,0.0,0.0,0.0,0.0
8,PAYMENT,6999.04,C1106493516,0.0,0.0,M1914211073,0.0,0.0,0.0,0.0,0.0,0.0
8,PAYMENT,462.17,C1029126225,0.0,0.0,M673956574,0.0,0.0,0.0,0.0,0.0,0.0
8,PAYMENT,745.69,C1996854839,0.0,0.0,M1098074965,0.0,0.0,0.0,0.0,0.0,0.0
8,PAYMENT,6201.17,C1164080794,0.0,0.0,M858354138,0.0,0.0,0.0,0.0,0.0,0.0
8,PAYMENT,3183.53,C1749478822,0.0,0.0,M859060760,0.0,0.0,0.0,0.0,0.0,0.0
8,PAYMENT,1180.0,C1706318914,0.0,0.0,M493569679,0.0,0.0,0.0,0.0,0.0,0.0
8,PAYMENT,88.47,C1117758297,32702.0,32613.53,M1349105128,0.0,0.0,0.0,0.0,88.47000000000116,0.0
8,TRANSFER,37664.83,C393782763,465799.29,428134.46,C1526401615,1565798.83,1603463.65,0.0,0.0,37664.82999999996,37664.81999999983
8,PAYMENT,9099.35,C1356908213,428134.46,419035.1,M1876570779,0.0,0.0,0.0,0.0,9099.360000000044,0.0
8,CASH_IN,221327.68,C1912671357,1424.0,222751.68,C1219349215,0.0,0.0,0.0,0.0,-221327.68,0.0
8,TRANSFER,5198.42,C545564715,300134.0,294935.58,C1195378184,1607959.85,1613158.27,0.0,0.0,5198.419999999984,5198.4199999999255
8,PAYMENT,5107.41,C1988560864,153240.0,148132.59,M1215802689,0.0,0.0,0.0,0.0,5107.4100000000035,0.0
8,CASH_IN,237491.27,C846148310,110502.0,347993.27,C181168745,0.0,0.0,0.0,0.0,-237491.27000000002,0.0
8,PAYMENT,990.82,C925831488,19986.0,18995.18,M2044307522,0.0,0.0,0.0,0.0,990.8199999999997,0.0
8,CASH_IN,367465.47,C212934557,21537.0,389002.47,C1885738296,0.0,0.0,0.0,0.0,-367465.47,0.0
8,PAYMENT,8132.2,C1199793503,201134.0,193001.8,M141150718,0.0,0.0,0.0,0.0,8132.200000000012,0.0
8,PAYMENT,4581.0,C1011284745,51073.0,46492.0,M948913899,0.0,0.0,0.0,0.0,4581.0,0.0
8,PAYMENT,148.85,C1694131512,449090.65,448941.8,M572159584,0.0,0.0,0.0,0.0,148.85000000003492,0.0
8,CASH_OUT,58291.77,C697257881,448941.8,390650.03,C1149273771,6288776.73,6347068.5,0.0,0.0,58291.76999999996,58291.76999999955
8,CASH_OUT,42292.14,C1811283037,1091.0,0.0,C1444624884,0.0,42292.14,0.0,0.0,1091.0,42292.14
8,PAYMENT,30397.25,C1553041342,0.0,0.0,M759776058,0.0,0.0,0.0,0.0,0.0,0.0
8,CASH_IN,192668.86,C2120819341,362.0,193030.86,C1703397679,191711.77,0.0,0.0,0.0,-192668.86,-191711.77
8,PAYMENT,5160.8,C985280009,193030.86,187870.06,M1783030423,0.0,0.0,0.0,0.0,5160.799999999988,0.0
8,PAYMENT,15137.3,C233913462,187870.06,172732.76,M985336335,0.0,0.0,0.0,0.0,15137.299999999988,0.0
8,PAYMENT,14985.56,C1360699703,172732.76,157747.21,M211133401,0.0,0.0,0.0,0.0,14985.550000000017,0.0
8,PAYMENT,2375.82,C134425777,157747.21,155371.39,M1779086540,0.0,0.0,0.0,0.0,2375.819999999978,0.0
8,PAYMENT,4824.84,C1855824803,155371.39,150546.54,M1329024706,0.0,0.0,0.0,0.0,4824.850000000006,0.0
8,PAYMENT,5069.15,C1581286705,150546.54,145477.39,M1632892641,0.0,0.0,0.0,0.0,5069.149999999994,0.0
8,PAYMENT,4290.46,C1649463763,145477.39,141186.93,M400867845,0.0,0.0,0.0,0.0,4290.460000000021,0.0
8,PAYMENT,15180.18,C1305982149,141186.93,126006.75,M860731232,0.0,0.0,0.0,0.0,15180.179999999993,0.0
8,PAYMENT,12225.8,C1467430547,126006.75,113780.95,M1714561682,0.0,0.0,0.0,0.0,12225.800000000003,0.0
8,PAYMENT,8332.89,C372495117,113780.95,105448.07,M1209761820,0.0,0.0,0.0,0.0,8332.87999999999,0.0
8,PAYMENT,10292.81,C641131554,105448.07,95155.25,M1365730500,0.0,0.0,0.0,0.0,10292.820000000007,0.0
8,PAYMENT,4751.81,C1506045534,95155.25,90403.44,M1296764442,0.0,0.0,0.0,0.0,4751.809999999998,0.0
8,PAYMENT,4868.3,C1548608613,90403.44,85535.14,M921102956,0.0,0.0,0.0,0.0,4868.300000000003,0.0
8,PAYMENT,14553.49,C1286263920,85535.14,70981.65,M1501837345,0.0,0.0,0.0,0.0,14553.490000000005,0.0
8,PAYMENT,6350.8,C1792643512,70981.65,64630.85,M1810735877,0.0,0.0,0.0,0.0,6350.799999999996,0.0
8,PAYMENT,4574.02,C1912529756,64630.85,60056.82,M163809394,0.0,0.0,0.0,0.0,4574.029999999999,0.0
8,PAYMENT,6027.79,C791780515,60056.82,54029.04,M692250571,0.0,0.0,0.0,0.0,6027.779999999999,0.0
8,PAYMENT,3828.11,C799020476,54029.04,50200.93,M984979490,0.0,0.0,0.0,0.0,3828.1100000000006,0.0
8,PAYMENT,6936.29,C432197459,17040.0,10103.71,M654319391,0.0,0.0,0.0,0.0,6936.290000000001,0.0
8,PAYMENT,3855.51,C144892854,55345.0,51489.49,M507514376,0.0,0.0,0.0,0.0,3855.510000000002,0.0
8,CASH_OUT,138623.66,C293069508,286092.39,147468.73,C266418454,124324.92,262948.58,0.0,0.0,138623.66,138623.66000000003
8,PAYMENT,978.06,C917040914,147468.73,146490.67,M696784162,0.0,0.0,0.0,0.0,978.0599999999977,0.0
8,PAYMENT,1390.47,C933654101,146490.67,145100.2,M434752423,0.0,0.0,0.0,0.0,1390.4700000000012,0.0
8,PAYMENT,7676.5,C1757964279,44.0,0.0,M25190089,0.0,0.0,0.0,0.0,44.0,0.0
8,PAYMENT,4691.66,C89152618,350513.18,345821.52,M1387465620,0.0,0.0,0.0,0.0,4691.659999999974,0.0
8,PAYMENT,12599.04,C2045721066,345821.52,333222.48,M2048546312,0.0,0.0,0.0,0.0,12599.040000000037,0.0
8,PAYMENT,11560.82,C2108618285,333222.48,321661.66,M923512231,0.0,0.0,0.0,0.0,11560.820000000007,0.0
8,PAYMENT,27356.63,C925627077,321661.66,294305.02,M531191870,0.0,0.0,0.0,0.0,27356.639999999956,0.0
8,PAYMENT,3348.95,C356305528,294305.02,290956.08,M2142256109,0.0,0.0,0.0,0.0,3348.9400000000023,0.0
8,PAYMENT,3549.22,C400900868,290956.08,287406.86,M1113096558,0.0,0.0,0.0,0.0,3549.2200000000303,0.0
8,PAYMENT,21490.93,C834993239,287406.86,265915.93,M1339410129,0.0,0.0,0.0,0.0,21490.929999999993,0.0
8,PAYMENT,5291.9,C1913999692,265915.93,260624.03,M1950416273,0.0,0.0,0.0,0.0,5291.899999999994,0.0
8,PAYMENT,325.27,C1651544330,260624.03,260298.76,M57815259,0.0,0.0,0.0,0.0,325.2699999999895,0.0
8,PAYMENT,22028.7,C1530236616,260298.76,238270.07,M686447690,0.0,0.0,0.0,0.0,22028.690000000002,0.0
